CATCHMENT,NETWORK,SEASON,MMWR-YEAR,MMWR-WEEK,AGE CATEGORY,CUMULATIVE RATE,WEEKLY RATE
California,EIP,2010-11,2011,10,65+ yr,44.6,5
California,EIP,2010-11,2011,11,65+ yr,49.1,4.6
California,EIP,2010-11,2011,12,65+ yr,52.7,3.6
California,EIP,2010-11,2011,13,65+ yr,54.6,1.9
California,EIP,2010-11,2011,14,65+ yr,57,2.4
California,EIP,2010-11,2011,15,65+ yr,57.7,0.7
California,EIP,2010-11,2011,16,65+ yr,58.7,1
California,EIP,2010-11,2011,17,65+ yr,58.9,0.2
California,EIP,2010-11,2010,40,Overall,0.1,0.1
California,EIP,2010-11,2010,41,Overall,0.1,0.1
California,EIP,2010-11,2010,42,Overall,0.1,0
California,EIP,2010-11,2010,43,Overall,0.2,0.1
California,EIP,2010-11,2010,44,Overall,0.2,0
California,EIP,2010-11,2010,45,Overall,0.3,0
California,EIP,2010-11,2010,46,Overall,0.3,0
California,EIP,2010-11,2010,47,Overall,0.4,0.1
California,EIP,2010-11,2010,48,Overall,0.4,0.1
California,EIP,2010-11,2010,49,Overall,0.6,0.2
California,EIP,2010-11,2010,50,Overall,0.8,0.2
California,EIP,2010-11,2010,51,Overall,0.9,0.2
California,EIP,2010-11,2010,52,Overall,1.1,0.1
California,EIP,2010-11,2011,1,Overall,1.5,0.4
California,EIP,2010-11,2011,2,Overall,1.9,0.5
California,EIP,2010-11,2011,3,Overall,2.8,0.9
California,EIP,2010-11,2011,4,Overall,3.6,0.7
California,EIP,2010-11,2011,5,Overall,4.8,1.2
California,EIP,2010-11,2011,6,Overall,6.5,1.7
California,EIP,2010-11,2011,7,Overall,8.2,1.7
California,EIP,2010-11,2011,8,Overall,10,1.8
California,EIP,2010-11,2011,9,Overall,12.4,2.4
California,EIP,2010-11,2011,10,Overall,14.2,1.8
California,EIP,2010-11,2011,11,Overall,15.6,1.3
California,EIP,2010-11,2011,12,Overall,16.5,0.9
California,EIP,2010-11,2011,13,Overall,17.1,0.6
California,EIP,2010-11,2011,14,Overall,17.4,0.3
California,EIP,2010-11,2011,15,Overall,17.6,0.1
California,EIP,2010-11,2011,16,Overall,17.7,0.2
California,EIP,2010-11,2011,17,Overall,17.8,0.1
California,EIP,2010-11,2010,40,65-74 yr,0,0
California,EIP,2010-11,2010,41,65-74 yr,0,0
California,EIP,2010-11,2010,42,65-74 yr,0.5,0.5
California,EIP,2010-11,2010,43,65-74 yr,0.5,0
California,EIP,2010-11,2010,44,65-74 yr,0.9,0.5
California,EIP,2010-11,2010,45,65-74 yr,0.9,0
California,EIP,2010-11,2010,46,65-74 yr,0.9,0
California,EIP,2010-11,2010,47,65-74 yr,0.9,0
California,EIP,2010-11,2010,48,65-74 yr,0.9,0
California,EIP,2010-11,2010,49,65-74 yr,1.9,0.9
California,EIP,2010-11,2010,50,65-74 yr,1.9,0
California,EIP,2010-11,2010,51,65-74 yr,2.3,0.5
California,EIP,2010-11,2010,52,65-74 yr,2.3,0
California,EIP,2010-11,2011,1,65-74 yr,2.8,0.5
California,EIP,2010-11,2011,2,65-74 yr,3.7,0.9
California,EIP,2010-11,2011,3,65-74 yr,4.7,0.9
California,EIP,2010-11,2011,4,65-74 yr,6.1,1.4
California,EIP,2010-11,2011,5,65-74 yr,9.3,3.3
California,EIP,2010-11,2011,6,65-74 yr,14.5,5.1
California,EIP,2010-11,2011,7,65-74 yr,17.7,3.3
California,EIP,2010-11,2011,8,65-74 yr,21,3.3
California,EIP,2010-11,2011,9,65-74 yr,24.7,3.7
California,EIP,2010-11,2011,10,65-74 yr,28,3.3
California,EIP,2010-11,2011,11,65-74 yr,31.3,3.3
California,EIP,2010-11,2011,12,65-74 yr,33.1,1.9
California,EIP,2010-11,2011,13,65-74 yr,34.1,0.9
California,EIP,2010-11,2011,14,65-74 yr,36.4,2.3
California,EIP,2010-11,2011,15,65-74 yr,37.3,0.9
California,EIP,2010-11,2011,16,65-74 yr,37.8,0.5
California,EIP,2010-11,2011,17,65-74 yr,37.8,0
California,EIP,2010-11,2010,40,75-84 yr,0,0
California,EIP,2010-11,2010,41,75-84 yr,0.7,0.7
California,EIP,2010-11,2010,42,75-84 yr,0.7,0
California,EIP,2010-11,2010,43,75-84 yr,0.7,0
California,EIP,2010-11,2010,44,75-84 yr,0.7,0
California,EIP,2010-11,2010,45,75-84 yr,0.7,0
California,EIP,2010-11,2010,46,75-84 yr,0.7,0
California,EIP,2010-11,2010,47,75-84 yr,0.7,0
California,EIP,2010-11,2010,48,75-84 yr,0.7,0
California,EIP,2010-11,2010,49,75-84 yr,0.7,0
California,EIP,2010-11,2010,50,75-84 yr,2.2,1.5
California,EIP,2010-11,2010,51,75-84 yr,2.2,0
California,EIP,2010-11,2010,52,75-84 yr,2.2,0
California,EIP,2010-11,2011,1,75-84 yr,4.5,2.2
California,EIP,2010-11,2011,2,75-84 yr,5.2,0.7
California,EIP,2010-11,2011,3,75-84 yr,7.4,2.2
California,EIP,2010-11,2011,4,75-84 yr,9.7,2.2
California,EIP,2010-11,2011,5,75-84 yr,11.9,2.2
California,EIP,2010-11,2011,6,75-84 yr,20.1,8.2
California,EIP,2010-11,2011,7,75-84 yr,24.6,4.5
California,EIP,2010-11,2011,8,75-84 yr,31.3,6.7
California,EIP,2010-11,2011,9,75-84 yr,43.2,11.9
California,EIP,2010-11,2011,10,75-84 yr,49.1,6
California,EIP,2010-11,2011,11,75-84 yr,53.6,4.5
California,EIP,2010-11,2011,12,75-84 yr,55.8,2.2
California,EIP,2010-11,2011,13,75-84 yr,58.8,3
California,EIP,2010-11,2011,14,75-84 yr,60.3,1.5
California,EIP,2010-11,2011,15,75-84 yr,61,0.7
California,EIP,2010-11,2011,16,75-84 yr,61.8,0.7
California,EIP,2010-11,2011,17,75-84 yr,61.8,0
California,EIP,2010-11,2010,40,85+,1.5,1.5
California,EIP,2010-11,2010,41,85+,1.5,0
California,EIP,2010-11,2010,42,85+,1.5,0
California,EIP,2010-11,2010,43,85+,1.5,0
California,EIP,2010-11,2010,44,85+,1.5,0
California,EIP,2010-11,2010,45,85+,1.5,0
California,EIP,2010-11,2010,46,85+,1.5,0
California,EIP,2010-11,2010,47,85+,2.9,1.5
California,EIP,2010-11,2010,48,85+,2.9,0
California,EIP,2010-11,2010,49,85+,5.8,2.9
California,EIP,2010-11,2010,50,85+,5.8,0
California,EIP,2010-11,2010,51,85+,5.8,0
California,EIP,2010-11,2010,52,85+,5.8,0
California,EIP,2010-11,2011,1,85+,7.3,1.5
California,EIP,2010-11,2011,2,85+,10.2,2.9
California,EIP,2010-11,2011,3,85+,20.3,10.2
California,EIP,2010-11,2011,4,85+,21.8,1.5
California,EIP,2010-11,2011,5,85+,30.5,8.7
California,EIP,2010-11,2011,6,85+,37.8,7.3
California,EIP,2010-11,2011,7,85+,48,10.2
California,EIP,2010-11,2011,8,85+,56.7,8.7
California,EIP,2010-11,2011,9,85+,78.5,21.8
California,EIP,2010-11,2011,10,85+,87.2,8.7
California,EIP,2010-11,2011,11,85+,95.9,8.7
California,EIP,2010-11,2011,12,85+,107.5,11.6
California,EIP,2010-11,2011,13,85+,110.4,2.9
California,EIP,2010-11,2011,14,85+,114.8,4.4
California,EIP,2010-11,2011,15,85+,114.8,0
California,EIP,2010-11,2011,16,85+,117.7,2.9
California,EIP,2010-11,2011,17,85+,119.2,1.5
California,EIP,2011-12,2011,40,0-4 yr,0,0
California,EIP,2011-12,2011,41,0-4 yr,0,0
California,EIP,2011-12,2011,42,0-4 yr,0,0
California,EIP,2011-12,2011,43,0-4 yr,0,0
California,EIP,2011-12,2011,44,0-4 yr,0,0
California,EIP,2011-12,2011,45,0-4 yr,0,0
California,EIP,2011-12,2011,46,0-4 yr,0,0
California,EIP,2011-12,2011,47,0-4 yr,0,0
California,EIP,2011-12,2011,48,0-4 yr,0.5,0.5
California,EIP,2011-12,2011,49,0-4 yr,1,0.5
California,EIP,2011-12,2011,50,0-4 yr,1,0
California,EIP,2011-12,2011,51,0-4 yr,1,0
California,EIP,2011-12,2011,52,0-4 yr,1,0
California,EIP,2011-12,2012,1,0-4 yr,1,0
California,EIP,2011-12,2012,2,0-4 yr,1,0
California,EIP,2011-12,2012,3,0-4 yr,1.5,0.5
California,EIP,2011-12,2012,4,0-4 yr,1.5,0
California,EIP,2011-12,2012,5,0-4 yr,1.5,0
California,EIP,2011-12,2012,6,0-4 yr,3,1.5
California,EIP,2011-12,2012,7,0-4 yr,3.5,0.5
California,EIP,2011-12,2012,8,0-4 yr,4.5,1
California,EIP,2011-12,2012,9,0-4 yr,5.5,1
California,EIP,2011-12,2012,10,0-4 yr,7.5,2
California,EIP,2011-12,2012,11,0-4 yr,9,1.5
California,EIP,2011-12,2012,12,0-4 yr,11.4,2.5
California,EIP,2011-12,2012,13,0-4 yr,14.4,3
California,EIP,2011-12,2012,14,0-4 yr,14.4,0
California,EIP,2011-12,2012,15,0-4 yr,15.9,1.5
California,EIP,2011-12,2012,16,0-4 yr,16.4,0.5
California,EIP,2011-12,2012,17,0-4 yr,17.4,1
California,EIP,2011-12,2011,40,5-17 yr,0,0
California,EIP,2011-12,2011,41,5-17 yr,0,0
California,EIP,2011-12,2011,42,5-17 yr,0,0
California,EIP,2011-12,2011,43,5-17 yr,0,0
California,EIP,2011-12,2011,44,5-17 yr,0,0
California,EIP,2011-12,2011,45,5-17 yr,0,0
California,EIP,2011-12,2011,46,5-17 yr,0,0
California,EIP,2011-12,2011,47,5-17 yr,0,0
California,EIP,2011-12,2011,48,5-17 yr,0,0
California,EIP,2011-12,2011,49,5-17 yr,0,0
California,EIP,2011-12,2011,50,5-17 yr,0.2,0.2
California,EIP,2011-12,2011,51,5-17 yr,0.2,0
California,EIP,2011-12,2011,52,5-17 yr,0.2,0
California,EIP,2011-12,2012,1,5-17 yr,0.2,0
California,EIP,2011-12,2012,2,5-17 yr,0.2,0
California,EIP,2011-12,2012,3,5-17 yr,0.2,0
California,EIP,2011-12,2012,4,5-17 yr,0.2,0
California,EIP,2011-12,2012,5,5-17 yr,0.4,0.2
California,EIP,2011-12,2012,6,5-17 yr,0.6,0.2
California,EIP,2011-12,2012,7,5-17 yr,0.6,0
California,EIP,2011-12,2012,8,5-17 yr,0.8,0.2
California,EIP,2011-12,2012,9,5-17 yr,1.2,0.4
California,EIP,2011-12,2012,10,5-17 yr,1.8,0.6
California,EIP,2011-12,2012,11,5-17 yr,2.2,0.4
California,EIP,2011-12,2012,12,5-17 yr,3.1,1
California,EIP,2011-12,2012,13,5-17 yr,4.1,1
California,EIP,2011-12,2012,14,5-17 yr,4.5,0.4
California,EIP,2011-12,2012,15,5-17 yr,4.9,0.4
California,EIP,2011-12,2012,16,5-17 yr,5.5,0.6
California,EIP,2011-12,2012,17,5-17 yr,5.7,0.2
California,EIP,2011-12,2011,40,18-49 yr,0,0
California,EIP,2011-12,2011,41,18-49 yr,0,0
California,EIP,2011-12,2011,42,18-49 yr,0,0
California,EIP,2011-12,2011,43,18-49 yr,0,0
California,EIP,2011-12,2011,44,18-49 yr,0,0
California,EIP,2011-12,2011,45,18-49 yr,0.1,0.1
California,EIP,2011-12,2011,46,18-49 yr,0.1,0
California,EIP,2011-12,2011,47,18-49 yr,0.1,0
California,EIP,2011-12,2011,48,18-49 yr,0.1,0.1
California,EIP,2011-12,2011,49,18-49 yr,0.2,0.1
California,EIP,2011-12,2011,50,18-49 yr,0.2,0
California,EIP,2011-12,2011,51,18-49 yr,0.3,0.1
California,EIP,2011-12,2011,52,18-49 yr,0.4,0.1
California,EIP,2011-12,2012,1,18-49 yr,0.4,0
California,EIP,2011-12,2012,2,18-49 yr,0.4,0
California,EIP,2011-12,2012,3,18-49 yr,0.4,0
California,EIP,2011-12,2012,4,18-49 yr,0.5,0.1
California,EIP,2011-12,2012,5,18-49 yr,0.7,0.2
California,EIP,2011-12,2012,6,18-49 yr,0.7,0
California,EIP,2011-12,2012,7,18-49 yr,1.1,0.3
California,EIP,2011-12,2012,8,18-49 yr,1.3,0.2
California,EIP,2011-12,2012,9,18-49 yr,1.6,0.3
California,EIP,2011-12,2012,10,18-49 yr,1.8,0.2
California,EIP,2011-12,2012,11,18-49 yr,2.8,1
California,EIP,2011-12,2012,12,18-49 yr,3.3,0.6
California,EIP,2011-12,2012,13,18-49 yr,4,0.6
California,EIP,2011-12,2012,14,18-49 yr,4.4,0.4
California,EIP,2011-12,2012,15,18-49 yr,4.7,0.3
California,EIP,2011-12,2012,16,18-49 yr,4.9,0.2
California,EIP,2011-12,2012,17,18-49 yr,5.1,0.2
California,EIP,2011-12,2011,40,50-64 yr,0,0
California,EIP,2011-12,2011,41,50-64 yr,0,0
California,EIP,2011-12,2011,42,50-64 yr,0,0
California,EIP,2011-12,2011,43,50-64 yr,0.2,0.2
California,EIP,2011-12,2011,44,50-64 yr,0.2,0
California,EIP,2011-12,2011,45,50-64 yr,0.2,0
California,EIP,2011-12,2011,46,50-64 yr,0.2,0
California,EIP,2011-12,2011,47,50-64 yr,0.2,0
California,EIP,2011-12,2011,48,50-64 yr,0.2,0
California,EIP,2011-12,2011,49,50-64 yr,0.2,0
California,EIP,2011-12,2011,50,50-64 yr,0.2,0
California,EIP,2011-12,2011,51,50-64 yr,0.2,0
California,EIP,2011-12,2011,52,50-64 yr,0.8,0.6
California,EIP,2011-12,2012,1,50-64 yr,1.2,0.5
California,EIP,2011-12,2012,2,50-64 yr,1.4,0.2
California,EIP,2011-12,2012,3,50-64 yr,1.5,0.2
California,EIP,2011-12,2012,4,50-64 yr,1.8,0.3
California,EIP,2011-12,2012,5,50-64 yr,2.6,0.8
California,EIP,2011-12,2012,6,50-64 yr,2.6,0
California,EIP,2011-12,2012,7,50-64 yr,3,0.5
California,EIP,2011-12,2012,8,50-64 yr,3.6,0.6
California,EIP,2011-12,2012,9,50-64 yr,4.7,1.1
California,EIP,2011-12,2012,10,50-64 yr,5.7,1.1
California,EIP,2011-12,2012,11,50-64 yr,7.1,1.4
California,EIP,2011-12,2012,12,50-64 yr,8.2,1.1
California,EIP,2011-12,2012,13,50-64 yr,10.7,2.6
California,EIP,2011-12,2012,14,50-64 yr,11.3,0.6
California,EIP,2011-12,2012,15,50-64 yr,13.3,2
California,EIP,2011-12,2012,16,50-64 yr,13.7,0.5
California,EIP,2011-12,2012,17,50-64 yr,14,0.3
California,EIP,2011-12,2011,40,65+ yr,0,0
California,EIP,2011-12,2011,41,65+ yr,0,0
California,EIP,2011-12,2011,42,65+ yr,0,0
California,EIP,2011-12,2011,43,65+ yr,0,0
California,EIP,2011-12,2011,44,65+ yr,0,0
California,EIP,2011-12,2011,45,65+ yr,0,0
California,EIP,2011-12,2011,46,65+ yr,0,0
California,EIP,2011-12,2011,47,65+ yr,0.2,0.2
California,EIP,2011-12,2011,48,65+ yr,0.2,0
California,EIP,2011-12,2011,49,65+ yr,0.2,0
California,EIP,2011-12,2011,50,65+ yr,0.2,0
California,EIP,2011-12,2011,51,65+ yr,0.5,0.2
California,EIP,2011-12,2011,52,65+ yr,1.2,0.7
California,EIP,2011-12,2012,1,65+ yr,2.4,1.2
California,EIP,2011-12,2012,2,65+ yr,3.5,1.2
California,EIP,2011-12,2012,3,65+ yr,4.5,0.9
California,EIP,2011-12,2012,4,65+ yr,6.4,1.9
California,EIP,2011-12,2012,5,65+ yr,9,2.6
California,EIP,2011-12,2012,6,65+ yr,10.1,1.2
California,EIP,2011-12,2012,7,65+ yr,12.5,2.4
California,EIP,2011-12,2012,8,65+ yr,14.9,2.4
California,EIP,2011-12,2012,9,65+ yr,18.6,3.8
California,EIP,2011-12,2012,10,65+ yr,24.1,5.4
California,EIP,2011-12,2012,11,65+ yr,31.6,7.6
California,EIP,2011-12,2012,12,65+ yr,38.2,6.6
California,EIP,2011-12,2012,13,65+ yr,44.1,5.9
California,EIP,2011-12,2012,14,65+ yr,47.4,3.3
California,EIP,2011-12,2012,15,65+ yr,50.7,3.3
California,EIP,2011-12,2012,16,65+ yr,54.8,4
California,EIP,2011-12,2012,17,65+ yr,57.1,2.4
California,EIP,2011-12,2011,40,Overall,0,0
California,EIP,2011-12,2011,41,Overall,0,0
California,EIP,2011-12,2011,42,Overall,0,0
California,EIP,2011-12,2011,43,Overall,0,0
California,EIP,2011-12,2011,44,Overall,0,0
California,EIP,2011-12,2011,45,Overall,0.1,0
California,EIP,2011-12,2011,46,Overall,0.1,0
California,EIP,2011-12,2011,47,Overall,0.1,0
California,EIP,2011-12,2011,48,Overall,0.1,0.1
California,EIP,2011-12,2011,49,Overall,0.2,0.1
California,EIP,2011-12,2011,50,Overall,0.2,0
California,EIP,2011-12,2011,51,Overall,0.3,0.1
California,EIP,2011-12,2011,52,Overall,0.6,0.3
California,EIP,2011-12,2012,1,Overall,0.8,0.2
California,EIP,2011-12,2012,2,Overall,1,0.2
California,EIP,2011-12,2012,3,Overall,1.2,0.2
California,EIP,2011-12,2012,4,Overall,1.5,0.3
California,EIP,2011-12,2012,5,Overall,2.1,0.6
California,EIP,2011-12,2012,6,Overall,2.4,0.3
California,EIP,2011-12,2012,7,Overall,2.9,0.6
California,EIP,2011-12,2012,8,Overall,3.5,0.6
California,EIP,2011-12,2012,9,Overall,4.5,0.9
California,EIP,2011-12,2012,10,Overall,5.7,1.2
California,EIP,2011-12,2012,11,Overall,7.5,1.8
California,EIP,2011-12,2012,12,Overall,9.1,1.6
California,EIP,2011-12,2012,13,Overall,10.9,1.8
California,EIP,2011-12,2012,14,Overall,11.7,0.8
California,EIP,2011-12,2012,15,Overall,12.8,1.1
California,EIP,2011-12,2012,16,Overall,13.6,0.8
California,EIP,2011-12,2012,17,Overall,14.1,0.5
California,EIP,2011-12,2011,40,65-74 yr,0,0
California,EIP,2011-12,2011,41,65-74 yr,0,0
California,EIP,2011-12,2011,42,65-74 yr,0,0
California,EIP,2011-12,2011,43,65-74 yr,0,0
California,EIP,2011-12,2011,44,65-74 yr,0,0
California,EIP,2011-12,2011,45,65-74 yr,0,0
California,EIP,2011-12,2011,46,65-74 yr,0,0
California,EIP,2011-12,2011,47,65-74 yr,0.4,0.4
California,EIP,2011-12,2011,48,65-74 yr,0.4,0
California,EIP,2011-12,2011,49,65-74 yr,0.4,0
California,EIP,2011-12,2011,50,65-74 yr,0.4,0
California,EIP,2011-12,2011,51,65-74 yr,0.9,0.4
California,EIP,2011-12,2011,52,65-74 yr,1.8,0.9
California,EIP,2011-12,2012,1,65-74 yr,2.2,0.4
California,EIP,2011-12,2012,2,65-74 yr,2.7,0.4
California,EIP,2011-12,2012,3,65-74 yr,3.1,0.4
California,EIP,2011-12,2012,4,65-74 yr,4.4,1.3
California,EIP,2011-12,2012,5,65-74 yr,6.2,1.8
California,EIP,2011-12,2012,6,65-74 yr,7.1,0.9
California,EIP,2011-12,2012,7,65-74 yr,8,0.9
California,EIP,2011-12,2012,8,65-74 yr,9.3,1.3
California,EIP,2011-12,2012,9,65-74 yr,10.6,1.3
California,EIP,2011-12,2012,10,65-74 yr,14.6,4
California,EIP,2011-12,2012,11,65-74 yr,19.9,5.3
California,EIP,2011-12,2012,12,65-74 yr,23.9,4
California,EIP,2011-12,2012,13,65-74 yr,27,3.1
California,EIP,2011-12,2012,14,65-74 yr,29.6,2.7
California,EIP,2011-12,2012,15,65-74 yr,31,1.3
California,EIP,2011-12,2012,16,65-74 yr,33.2,2.2
California,EIP,2011-12,2012,17,65-74 yr,34.5,1.3
California,EIP,2011-12,2011,40,75-84 yr,0,0
California,EIP,2011-12,2011,41,75-84 yr,0,0
California,EIP,2011-12,2011,42,75-84 yr,0,0
California,EIP,2011-12,2011,43,75-84 yr,0,0
California,EIP,2011-12,2011,44,75-84 yr,0,0
California,EIP,2011-12,2011,45,75-84 yr,0,0
California,EIP,2011-12,2011,46,75-84 yr,0,0
California,EIP,2011-12,2011,47,75-84 yr,0,0
California,EIP,2011-12,2011,48,75-84 yr,0,0
California,EIP,2011-12,2011,49,75-84 yr,0,0
California,EIP,2011-12,2011,50,75-84 yr,0,0
California,EIP,2011-12,2011,51,75-84 yr,0,0
California,EIP,2011-12,2011,52,75-84 yr,0.8,0.8
California,EIP,2011-12,2012,1,75-84 yr,2.3,1.5
California,EIP,2011-12,2012,2,75-84 yr,5.3,3
California,EIP,2011-12,2012,3,75-84 yr,6.8,1.5
California,EIP,2011-12,2012,4,75-84 yr,9.1,2.3
California,EIP,2011-12,2012,5,75-84 yr,10.6,1.5
California,EIP,2011-12,2012,6,75-84 yr,11.3,0.8
California,EIP,2011-12,2012,7,75-84 yr,15.8,4.5
California,EIP,2011-12,2012,8,75-84 yr,20.4,4.5
California,EIP,2011-12,2012,9,75-84 yr,26.4,6
California,EIP,2011-12,2012,10,75-84 yr,29.4,3
California,EIP,2011-12,2012,11,75-84 yr,35.5,6
California,EIP,2011-12,2012,12,75-84 yr,43,7.5
California,EIP,2011-12,2012,13,75-84 yr,52.1,9.1
California,EIP,2011-12,2012,14,75-84 yr,55.1,3
California,EIP,2011-12,2012,15,75-84 yr,57.3,2.3
California,EIP,2011-12,2012,16,75-84 yr,62.6,5.3
California,EIP,2011-12,2012,17,75-84 yr,66.4,3.8
California,EIP,2011-12,2011,40,85+,0,0
California,EIP,2011-12,2011,41,85+,0,0
California,EIP,2011-12,2011,42,85+,0,0
California,EIP,2011-12,2011,43,85+,0,0
California,EIP,2011-12,2011,44,85+,0,0
California,EIP,2011-12,2011,45,85+,0,0
California,EIP,2011-12,2011,46,85+,0,0
California,EIP,2011-12,2011,47,85+,0,0
California,EIP,2011-12,2011,48,85+,0,0
California,EIP,2011-12,2011,49,85+,0,0
California,EIP,2011-12,2011,50,85+,0,0
California,EIP,2011-12,2011,51,85+,0,0
California,EIP,2011-12,2011,52,85+,0,0
California,EIP,2011-12,2012,1,85+,3.1,3.1
California,EIP,2011-12,2012,2,85+,3.1,0
California,EIP,2011-12,2012,3,85+,4.6,1.5
California,EIP,2011-12,2012,4,85+,7.7,3.1
California,EIP,2011-12,2012,5,85+,15.4,7.7
California,EIP,2011-12,2012,6,85+,18.5,3.1
California,EIP,2011-12,2012,7,85+,21.5,3.1
California,EIP,2011-12,2012,8,85+,23.1,1.5
California,EIP,2011-12,2012,9,85+,30.8,7.7
California,EIP,2011-12,2012,10,85+,46.1,15.4
California,EIP,2011-12,2012,11,85+,64.6,18.5
California,EIP,2011-12,2012,12,85+,78.4,13.8
California,EIP,2011-12,2012,13,85+,87.7,9.2
California,EIP,2011-12,2012,14,85+,93.8,6.2
California,EIP,2011-12,2012,15,85+,106.1,12.3
California,EIP,2011-12,2012,16,85+,113.8,7.7
California,EIP,2011-12,2012,17,85+,116.9,3.1
California,EIP,2012-13,2012,40,0-4 yr,0,0
California,EIP,2012-13,2012,41,0-4 yr,0,0
California,EIP,2012-13,2012,42,0-4 yr,0,0
California,EIP,2012-13,2012,43,0-4 yr,0,0
California,EIP,2012-13,2012,44,0-4 yr,0.5,0.5
California,EIP,2012-13,2012,45,0-4 yr,0.5,0
California,EIP,2012-13,2012,46,0-4 yr,0.5,0
California,EIP,2012-13,2012,47,0-4 yr,0.5,0
California,EIP,2012-13,2012,48,0-4 yr,0.5,0
California,EIP,2012-13,2012,49,0-4 yr,0.5,0
California,EIP,2012-13,2012,50,0-4 yr,0.5,0
California,EIP,2012-13,2012,51,0-4 yr,1.5,1
California,EIP,2012-13,2012,52,0-4 yr,2.5,1
California,EIP,2012-13,2013,1,0-4 yr,3.5,1
California,EIP,2012-13,2013,2,0-4 yr,6.4,3
California,EIP,2012-13,2013,3,0-4 yr,10.9,4.5
California,EIP,2012-13,2013,4,0-4 yr,17.4,6.4
California,EIP,2012-13,2013,5,0-4 yr,22.8,5.5
California,EIP,2012-13,2013,6,0-4 yr,26.3,3.5
California,EIP,2012-13,2013,7,0-4 yr,28.8,2.5
California,EIP,2012-13,2013,8,0-4 yr,30.7,2
California,EIP,2012-13,2013,9,0-4 yr,33.2,2.5
California,EIP,2012-13,2013,10,0-4 yr,33.2,0
California,EIP,2012-13,2013,11,0-4 yr,33.7,0.5
California,EIP,2012-13,2013,12,0-4 yr,37.2,3.5
California,EIP,2012-13,2013,13,0-4 yr,38.7,1.5
California,EIP,2012-13,2013,14,0-4 yr,39.2,0.5
California,EIP,2012-13,2013,15,0-4 yr,39.2,0
California,EIP,2012-13,2013,16,0-4 yr,40.2,1
California,EIP,2012-13,2013,17,0-4 yr,40.7,0.5
California,EIP,2012-13,2012,40,5-17 yr,0.2,0.2
California,EIP,2012-13,2012,41,5-17 yr,0.2,0
California,EIP,2012-13,2012,42,5-17 yr,0.2,0
California,EIP,2012-13,2012,43,5-17 yr,0.2,0
California,EIP,2012-13,2012,44,5-17 yr,0.2,0
California,EIP,2012-13,2012,45,5-17 yr,0.2,0
California,EIP,2012-13,2012,46,5-17 yr,0.2,0
California,EIP,2012-13,2012,47,5-17 yr,0.2,0
California,EIP,2012-13,2012,48,5-17 yr,0.4,0.2
California,EIP,2012-13,2012,49,5-17 yr,0.6,0.2
California,EIP,2012-13,2012,50,5-17 yr,0.6,0
California,EIP,2012-13,2012,51,5-17 yr,0.6,0
California,EIP,2012-13,2012,52,5-17 yr,0.6,0
California,EIP,2012-13,2013,1,5-17 yr,0.6,0
California,EIP,2012-13,2013,2,5-17 yr,1,0.4
California,EIP,2012-13,2013,3,5-17 yr,1.8,0.8
California,EIP,2012-13,2013,4,5-17 yr,2.7,1
California,EIP,2012-13,2013,5,5-17 yr,3.9,1.2
California,EIP,2012-13,2013,6,5-17 yr,4.7,0.8
California,EIP,2012-13,2013,7,5-17 yr,5.1,0.4
California,EIP,2012-13,2013,8,5-17 yr,5.7,0.6
California,EIP,2012-13,2013,9,5-17 yr,5.7,0
California,EIP,2012-13,2013,10,5-17 yr,5.9,0.2
California,EIP,2012-13,2013,11,5-17 yr,5.9,0
California,EIP,2012-13,2013,12,5-17 yr,6.2,0.4
California,EIP,2012-13,2013,13,5-17 yr,6.8,0.6
California,EIP,2012-13,2013,14,5-17 yr,7.2,0.4
California,EIP,2012-13,2013,15,5-17 yr,7.4,0.2
California,EIP,2012-13,2013,16,5-17 yr,7.4,0
California,EIP,2012-13,2013,17,5-17 yr,7.6,0.2
California,EIP,2012-13,2012,40,18-49 yr,0,0
California,EIP,2012-13,2012,41,18-49 yr,0,0
California,EIP,2012-13,2012,42,18-49 yr,0,0
California,EIP,2012-13,2012,43,18-49 yr,0,0
California,EIP,2012-13,2012,44,18-49 yr,0,0
California,EIP,2012-13,2012,45,18-49 yr,0,0
California,EIP,2012-13,2012,46,18-49 yr,0,0
California,EIP,2012-13,2012,47,18-49 yr,0,0
California,EIP,2012-13,2012,48,18-49 yr,0,0
California,EIP,2012-13,2012,49,18-49 yr,0,0
California,EIP,2012-13,2012,50,18-49 yr,0.1,0.1
California,EIP,2012-13,2012,51,18-49 yr,0.1,0
California,EIP,2012-13,2012,52,18-49 yr,0.2,0.1
California,EIP,2012-13,2013,1,18-49 yr,0.8,0.6
California,EIP,2012-13,2013,2,18-49 yr,1.5,0.7
California,EIP,2012-13,2013,3,18-49 yr,2.8,1.3
California,EIP,2012-13,2013,4,18-49 yr,4.9,2.1
California,EIP,2012-13,2013,5,18-49 yr,6.3,1.4
California,EIP,2012-13,2013,6,18-49 yr,7.7,1.4
California,EIP,2012-13,2013,7,18-49 yr,8.6,0.9
California,EIP,2012-13,2013,8,18-49 yr,9.5,0.9
California,EIP,2012-13,2013,9,18-49 yr,9.9,0.4
California,EIP,2012-13,2013,10,18-49 yr,10.4,0.5
California,EIP,2012-13,2013,11,18-49 yr,10.7,0.3
California,EIP,2012-13,2013,12,18-49 yr,10.8,0.1
California,EIP,2012-13,2013,13,18-49 yr,10.9,0.1
California,EIP,2012-13,2013,14,18-49 yr,11,0.1
